Symbol,Date,Close
AMZN,1/2/2018 16:00:00,1189.01
AMZN,1/3/2018 16:00:00,1204.2
AMZN,1/4/2018 16:00:00,1209.59
AMZN,1/5/2018 16:00:00,1229.14
AMZN,1/8/2018 16:00:00,1246.87
AMZN,1/9/2018 16:00:00,1252.7
AMZN,1/10/2018 16:00:00,1254.33
AMZN,1/11/2018 16:00:00,1276.68
AMZN,1/12/2018 16:00:00,1305.2
AMZN,1/16/2018 16:00:00,1304.86
AMZN,1/17/2018 16:00:00,1295
AMZN,1/18/2018 16:00:00,1293.32
AMZN,1/19/2018 16:00:00,1294.58
AMZN,1/22/2018 16:00:00,1327.31
AMZN,1/23/2018 16:00:00,1362.54
AMZN,1/24/2018 16:00:00,1357.51
AMZN,1/25/2018 16:00:00,1377.95
AMZN,1/26/2018 16:00:00,1402.05
AMZN,1/29/2018 16:00:00,1417.68
AMZN,1/30/2018 16:00:00,1437.82
AMZN,1/31/2018 16:00:00,1450.89
AMZN,2/1/2018 16:00:00,1390
AMZN,2/2/2018 16:00:00,1429.95
AMZN,2/5/2018 16:00:00,1390
AMZN,2/6/2018 16:00:00,1442.84
AMZN,2/7/2018 16:00:00,1416.78
AMZN,2/8/2018 16:00:00,1350.5
AMZN,2/9/2018 16:00:00,1339.6
AMZN,2/12/2018 16:00:00,1386.23
AMZN,2/13/2018 16:00:00,1414.51
AMZN,2/14/2018 16:00:00,1451.05
AMZN,2/15/2018 16:00:00,1461.76
AMZN,2/16/2018 16:00:00,1448.69
AMZN,2/20/2018 16:00:00,1468.35
AMZN,2/21/2018 16:00:00,1482.92
AMZN,2/22/2018 16:00:00,1485.34
AMZN,2/23/2018 16:00:00,1500
AMZN,2/26/2018 16:00:00,1521.95
AMZN,2/27/2018 16:00:00,1511.98
AMZN,2/28/2018 16:00:00,1512.45
AMZN,3/1/2018 16:00:00,1493.45
AMZN,3/2/2018 16:00:00,1500.25
AMZN,3/5/2018 16:00:00,1523.61
AMZN,3/6/2018 16:00:00,1537.64
AMZN,3/7/2018 16:00:00,1545
AMZN,3/8/2018 16:00:00,1551.86
AMZN,3/9/2018 16:00:00,1578.89
AMZN,3/12/2018 16:00:00,1598.39
AMZN,3/13/2018 16:00:00,1588.18
AMZN,3/14/2018 16:00:00,1591
AMZN,3/15/2018 16:00:00,1582.32
AMZN,3/16/2018 16:00:00,1571.68
AMZN,3/19/2018 16:00:00,1544.93
AMZN,3/20/2018 16:00:00,1586.51
AMZN,3/21/2018 16:00:00,1581.86
AMZN,3/22/2018 16:00:00,1544.92
AMZN,3/23/2018 16:00:00,1495.56
AMZN,3/26/2018 16:00:00,1555.86
AMZN,3/27/2018 16:00:00,1497.05
AMZN,3/28/2018 16:00:00,1431.42
AMZN,3/29/2018 16:00:00,1447.34
AMZN,4/2/2018 16:00:00,1371.99
AMZN,4/3/2018 16:00:00,1392.05
AMZN,4/4/2018 16:00:00,1410.57
AMZN,4/5/2018 16:00:00,1451.75
AMZN,4/6/2018 16:00:00,1405.23
AMZN,4/9/2018 16:00:00,1406.08
AMZN,4/10/2018 16:00:00,1436.22
AMZN,4/11/2018 16:00:00,1427.05
AMZN,4/12/2018 16:00:00,1448.5
AMZN,4/13/2018 16:00:00,1430.79
AMZN,4/16/2018 16:00:00,1441.5
AMZN,4/17/2018 16:00:00,1503.83
AMZN,4/18/2018 16:00:00,1527.84
AMZN,4/19/2018 16:00:00,1556.91
AMZN,4/20/2018 16:00:00,1527.49
AMZN,4/23/2018 16:00:00,1517.86
AMZN,4/24/2018 16:00:00,1460.09
AMZN,4/25/2018 16:00:00,1460.17
AMZN,4/26/2018 16:00:00,1517.96
AMZN,4/27/2018 16:00:00,1572.62
AMZN,4/30/2018 16:00:00,1566.13
AMZN,5/1/2018 16:00:00,1582.26
AMZN,5/2/2018 16:00:00,1569.68
AMZN,5/3/2018 16:00:00,1572.08
AMZN,5/4/2018 16:00:00,1580.95
AMZN,5/7/2018 16:00:00,1600.14
AMZN,5/8/2018 16:00:00,1592.39
AMZN,5/9/2018 16:00:00,1608
AMZN,5/10/2018 16:00:00,1609.08
AMZN,5/11/2018 16:00:00,1602.91
AMZN,5/14/2018 16:00:00,1601.54
AMZN,5/15/2018 16:00:00,1576.12
AMZN,5/16/2018 16:00:00,1587.28
AMZN,5/17/2018 16:00:00,1581.76
AMZN,5/18/2018 16:00:00,1574.37
AMZN,5/21/2018 16:00:00,1585.46
AMZN,5/22/2018 16:00:00,1581.4
AMZN,5/23/2018 16:00:00,1601.86
AMZN,5/24/2018 16:00:00,1603.07
AMZN,5/25/2018 16:00:00,1610.15
AMZN,5/29/2018 16:00:00,1612.87
AMZN,5/30/2018 16:00:00,1624.89
AMZN,5/31/2018 16:00:00,1629.62
AMZN,6/1/2018 16:00:00,1641.54
AMZN,6/4/2018 16:00:00,1665.27
AMZN,6/5/2018 16:00:00,1696.35
AMZN,6/6/2018 16:00:00,1695.75
AMZN,6/7/2018 16:00:00,1689.3
AMZN,6/8/2018 16:00:00,1683.99
AMZN,6/11/2018 16:00:00,1689.12
AMZN,6/12/2018 16:00:00,1698.75
AMZN,6/13/2018 16:00:00,1704.86
AMZN,6/14/2018 16:00:00,1723.86
AMZN,6/15/2018 16:00:00,1715.97
AMZN,6/18/2018 16:00:00,1723.79
AMZN,6/19/2018 16:00:00,1734.78
AMZN,6/20/2018 16:00:00,1750.08
AMZN,6/21/2018 16:00:00,1730.22
AMZN,6/22/2018 16:00:00,1715.67
AMZN,6/25/2018 16:00:00,1663.15
AMZN,6/26/2018 16:00:00,1691.09
AMZN,6/27/2018 16:00:00,1660.51
AMZN,6/28/2018 16:00:00,1701.45
AMZN,6/29/2018 16:00:00,1699.8
AMZN,7/2/2018 16:00:00,1713.78
AMZN,7/3/2018 13:00:00,1693.96
AMZN,7/5/2018 16:00:00,1699.73
AMZN,7/6/2018 16:00:00,1710.63
AMZN,7/9/2018 16:00:00,1739.02
AMZN,7/10/2018 16:00:00,1743.07
